gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Unia Polityki Realnej,2 - Komitet Wyborczy Polskie Stronnictwo Ludowe,3 - Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,4 - Komitet Wyborczy Polska Partia Pracy,5 - Komitet Wyborczy Libertas,6 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,7 - Koalicyjny Komitet Wyborczy Porozumienie dla Przyszłoci - CentroLewica (PD+SDPL+Zieloni 2004),8 - Komitet Wyborczy Prawica Rzeczypospolitej,9 - Komitet Wyborczy Platforma Obywatelska RP,10 - Komitet Wyborczy Prawo i Sprawiedliwoć,11 - Komitet Wyborczy Polska Partia Socjalistyczna,12 - Koalicyjny Komitet Wyborczy Naprzód Polsko - Piast
PL_1818032,Pysznica,7757,1515,33,0,28,38,16,4,8,242,46,19,307,774,0,0
PL_1818042,Radomyśl nad Sanem,5870,805,35,0,3,73,13,6,11,74,16,8,196,370,0,0
PL_1818052,Zaklików,6917,1183,38,0,15,92,28,8,7,91,22,11,333,538,0,0
PL_1818062,Zaleszany,8552,1387,42,0,10,80,39,12,4,114,24,34,347,681,0,0
PL_1819012,Czudec,9127,1853,44,0,19,253,17,5,17,95,43,58,379,923,0,0
PL_1819022,Frysztak,8219,1435,42,0,11,287,51,11,10,99,26,48,273,577,0,0
PL_1819032,Niebylec,8337,1559,39,0,15,298,30,16,18,83,22,45,308,685,0,0
PL_1819043,Strzyżów,16774,3132,67,0,30,438,69,16,25,197,127,106,790,1267,0,0
PL_1819052,Wiśniowa,6582,1134,23,0,18,228,45,10,29,32,28,59,179,483,0,0
PL_1820013,Baranów Sandomierski,9577,2365,79,0,16,875,35,11,11,35,12,55,301,935,0,0
PL_1820022,Gorzyce,10894,1694,56,0,11,142,24,14,53,135,30,29,536,664,0,0
PL_1820032,Grębów,7620,963,36,0,12,119,26,6,10,50,25,24,198,457,0,0
PL_1820043,Nowa Dęba,15647,3372,76,0,43,263,43,25,33,273,48,164,929,1475,0,0
PL_1821012,Baligród,2588,445,4,0,6,46,9,4,1,18,2,5,208,142,0,0
PL_1821022,Cisna,1430,521,7,0,2,27,3,2,3,48,4,3,357,65,0,0
PL_1821033,Lesko,9452,2019,37,0,26,143,19,12,5,152,20,32,978,595,0,0
PL_1821042,Olszanica,4685,943,33,0,13,51,23,3,3,45,9,16,479,268,0,0
PL_1821052,Solina,4357,826,17,0,5,82,15,11,2,39,15,15,357,268,0,0
PL_1861011,M. Krosno,39295,10087,113,0,108,301,68,33,71,1037,236,194,4417,3509,0,0
PL_1862011,M. Przemyśl,53705,14502,230,0,112,399,114,93,92,1328,291,281,6424,5138,0,0
PL_1863011,M. Rzeszów,135788,46214,511,0,625,6040,193,187,304,5249,1534,802,16064,14705,0,0
PL_1864011,M. Tarnobrzeg,40170,9891,177,0,121,497,73,99,54,1034,221,287,4116,3212,0,0
PL_2001011,Augustów,24287,5075,70,0,54,249,179,28,51,507,137,107,1939,1747,7,0
PL_2001022,Augustów,5271,755,12,0,11,259,71,6,4,19,5,6,99,261,2,0
PL_2001032,Bargłów Kościelny,4544,439,4,0,3,158,27,0,3,23,1,8,90,122,0,0
PL_2001043,Lipsk,4685,588,8,0,9,127,45,5,4,51,22,30,130,153,4,0
PL_2001052,Nowinka,2350,404,10,0,2,66,26,4,5,23,3,20,96,148,1,0
PL_2001062,Płaska,2127,310,7,0,5,33,9,1,1,36,12,2,109,95,0,0
PL_2001072,Sztabin,4402,578,16,0,4,125,52,6,3,29,63,17,95,168,0,0
PL_2002013,Choroszcz,11220,2512,41,0,34,120,33,11,18,160,72,36,851,1132,4,0
PL_2002023,Czarna Białostocka,9233,1735,21,0,22,99,30,15,12,131,53,23,637,688,4,0
PL_2002032,Dobrzyniewo Duże,6488,1306,20,0,16,98,25,4,15,55,47,12,436,574,4,0
PL_2002042,Gródek,4832,740,12,0,11,26,11,6,3,226,36,9,316,80,4,0
PL_2002052,Juchnowiec Kościelny,10589,2569,34,0,28,107,15,9,22,214,77,67,877,1117,2,0
PL_2002063,Łapy,18569,4458,74,0,31,213,47,19,76,209,73,117,1043,2554,2,0
PL_2002072,Michałowo,6168,1259,49,0,28,113,35,13,26,165,44,24,485,267,10,0
PL_2002082,Poświętne,2999,501,3,0,7,42,11,2,12,24,4,16,47,333,0,0
PL_2002093,Supraśl,10303,2591,33,0,29,126,31,8,16,290,134,51,1153,717,3,0
PL_2002103,Suraż,1645,443,12,0,2,50,19,0,2,21,7,6,60,263,1,0
PL_2002112,Turośń Kościelna,4266,1099,13,0,12,73,13,6,7,49,45,17,304,559,1,0
PL_2002123,Tykocin,5268,1149,21,0,9,405,31,1,16,13,17,16,124,494,2,0
PL_2002133,Wasilków,10466,2524,35,0,48,93,11,7,23,171,62,48,1050,973,3,0
PL_2002143,Zabłudów,6997,1164,15,0,22,99,14,4,12,77,40,20,337,519,5,0
PL_2002152,Zawady,2389,527,7,0,4,188,46,3,6,10,2,2,24,234,1,0
PL_2003011,Bielsk Podlaski,22187,4078,60,0,48,146,34,12,13,1093,134,56,1268,1206,8,0
PL_2003021,Brańsk,3182,947,21,0,4,71,20,13,11,27,5,12,120,643,0,0
PL_2003032,Bielsk Podlaski,6245,757,8,0,2,79,22,9,7,246,10,3,104,267,0,0
PL_2003042,Boćki,4007,720,13,0,4,57,40,10,8,90,9,15,101,373,0,0
PL_2003052,Brańsk,5181,1502,12,0,3,99,47,3,9,29,5,23,48,1223,1,0
PL_2003062,Orla,2834,385,9,0,6,26,16,3,4,146,14,5,143,13,0,0
PL_2003072,Rudka,1662,408,3,0,3,112,8,0,0,9,2,4,45,222,0,0
PL_2003082,Wyszki,3993,957,13,0,3,76,40,3,5,27,4,16,85,685,0,0
PL_2004011,Grajewo,17822,3283,42,0,38,471,40,27,41,264,57,44,1196,1057,6,0
PL_2004022,Grajewo,4666,631,18,0,0,268,22,2,5,11,11,5,97,192,0,0
PL_2004032,Radziłów,4239,586,12,0,13,110,27,6,7,17,6,6,55,326,1,0
PL_2004043,Rajgród,4443,546,27,0,8,160,21,9,5,39,7,9,128,132,1,0
PL_2004053,Szczuczyn,5210,642,21,0,6,202,19,3,11,36,16,10,94,221,3,0
PL_2004062,Wąsosz,3128,414,17,0,3,146,15,1,1,15,4,8,50,153,1,0
PL_2005011,Hajnówka,19153,3419,58,0,27,140,55,19,14,970,216,25,1355,529,11,0
PL_2005022,Białowieża,2033,363,6,0,3,28,9,7,1,73,29,5,136,66,0,0
PL_2005032,Czeremcha,3077,385,14,0,5,22,8,9,2,129,23,0,143,29,1,0
PL_2005042,Czyże,2185,248,7,0,4,89,14,2,1,76,6,1,40,6,2,0
PL_2005052,Dubicze Cerkiewne,1687,180,3,0,5,50,10,0,3,40,14,3,42,10,0,0
PL_2005062,Hajnówka,3554,509,12,0,3,67,35,3,2,184,23,0,158,22,0,0
PL_2005073,Kleszczele,2499,365,15,0,9,25,9,6,1,100,21,8,119,51,1,0
PL_2005082,Narew,3503,374,10,0,4,31,5,8,3,68,26,3,140,76,0,0
PL_2005092,Narewka,3487,392,9,0,3,40,8,4,4,109,28,6,147,32,2,0
PL_2006011,Kolno,8765,1577,23,0,22,123,33,12,26,141,32,15,484,663,3,0
PL_2006022,Grabowo,2943,380,9,0,0,149,11,3,7,33,4,3,28,131,2,0
PL_2006032,Kolno,6818,934,17,0,1,304,61,7,22,23,9,5,122,362,1,0
PL_2006042,Mały Płock,4013,534,19,0,9,105,47,6,1,11,2,9,97,223,5,0
PL_2006053,Stawiski,5256,817,26,0,7,209,29,8,12,42,2,15,110,355,2,0
PL_2006062,Turośl,3909,661,16,0,5,364,47,2,1,19,2,4,39,160,2,0
PL_2007013,Jedwabne,4545,799,19,0,7,121,46,4,13,17,9,129,58,375,1,0
PL_2007022,Łomża,7947,1306,27,0,20,144,31,9,21,109,7,29,258,648,3,0
PL_2007032,Miastkowo,3276,384,14,0,6,23,10,3,7,11,2,2,43,262,1,0
PL_2007043,Nowogród,3216,475,13,0,11,63,20,4,7,30,2,7,101,217,0,0
PL_2007052,Piątnica,8146,1173,26,0,12,164,30,7,16,92,5,152,150,517,2,0
PL_2007062,Przytuły,1802,279,7,0,0,61,12,1,10,3,0,12,11,159,3,0
PL_2007072,Śniadowo,4535,895,26,0,1,176,37,4,11,54,15,11,84,473,3,0
PL_2007082,Wizna,3532,568,3,0,5,103,39,4,9,23,1,17,47,315,2,0
PL_2007092,Zbójna,3492,384,7,0,1,116,27,2,5,28,4,4,52,135,3,0
PL_2008013,Goniądz,4180,630,13,0,4,187,22,4,4,36,11,4,134,209,2,0
PL_2008022,Jasionówka,2448,432,9,0,5,67,26,2,3,15,19,4,53,229,0,0
PL_2008032,Jaświły,4482,641,13,0,4,126,32,3,10,28,10,10,73,330,2,0
PL_2008043,Knyszyn,3986,637,10,0,5,108,20,3,5,20,41,11,123,289,2,0
PL_2008052,Krypno,3261,525,13,0,4,114,25,2,4,15,16,19,90,223,0,0
PL_2008063,Mońki,12675,2092,41,0,16,246,43,13,24,156,49,41,603,860,0,0
PL_2008072,Trzcianne,3797,485,10,0,4,165,36,7,5,22,2,9,50,173,2,0
PL_2009011,Sejny,4669,807,15,0,4,104,16,4,11,105,12,20,315,200,1,0
PL_2009022,Giby,2414,349,7,0,4,83,13,1,3,35,4,12,113,74,0,0
PL_2009032,Krasnopol,3155,364,6,0,0,90,14,3,4,22,4,9,112,100,0,0
PL_2009042,Puńsk,3586,441,15,0,3,117,9,2,2,95,4,27,122,42,3,0
PL_2009052,Sejny,3353,382,5,0,1,150,24,3,2,25,2,5,83,79,3,0
PL_2010011,Siemiatycze,12466,2466,44,0,17,158,33,33,16,340,68,26,812,912,7,0
PL_2010023,Drohiczyn,5622,1011,18,0,13,193,21,7,10,53,14,14,126,538,4,0
PL_2010032,Dziadkowice,2476,498,18,0,1,109,26,7,3,11,1,2,44,275,1,0
PL_2010042,Grodzisk,3777,740,7,0,3,108,30,16,10,52,11,10,74,417,2,0
PL_2010052,Mielnik,2275,312,8,0,2,20,10,2,2,79,12,5,88,84,0,0
PL_2010062,Milejczyce,1844,332,5,0,5,39,10,8,2,66,4,3,125,64,1,0
PL_2010072,Nurzec-Stacja,3812,396,7,0,9,38,16,8,1,101,21,6,111,76,2,0
PL_2010082,Perlejewo,2488,500,5,0,2,175,18,7,5,5,0,6,20,254,3,0
PL_2010092,Siemiatycze,5209,691,12,0,10,64,16,20,18,100,16,10,109,315,1,0
PL_2011013,Dąbrowa Białostocka,10347,1646,15,0,12,252,41,15,20,114,28,32,335,776,6,0
PL_2011022,Janów,3597,466,8,0,4,138,22,3,3,15,19,5,54,195,0,0
PL_2011032,Korycin,2750,399,8,0,1,89,13,0,4,11,4,8,58,203,0,0
PL_2011042,Krynki,2821,587,20,0,2,79,8,4,3,61,21,4,118,266,1,0
PL_2011052,Kuźnica,3543,610,9,0,8,99,17,0,8,36,10,6,69,347,1,0
PL_2011062,Nowy Dwór,2543,517,19,0,5,264,25,4,3,22,5,3,47,119,1,0
PL_2011072,Sidra,3165,426,2,0,3,140,11,0,1,22,10,7,87,142,1,0
PL_2011083,Sokółka,21531,3805,64,0,22,1017,46,15,31,302,70,52,1030,1150,6,0
PL_2011093,Suchowola,6028,998,16,0,5,354,31,2,5,43,22,13,180,326,1,0
PL_2011102,Szudziałowo,2854,464,14,0,2,221,9,0,6,22,5,2,68,115,0,0
PL_2012012,Bakałarzewo,2465,293,11,0,3,57,20,2,1,42,4,8,82,62,1,0
PL_2012022,Filipów,3631,457,15,0,1,90,31,7,3,26,5,14,80,184,1,0
PL_2012032,Jeleniewo,2387,357,4,0,1,111,14,1,1,34,4,14,81,90,2,0
PL_2012042,Przerośl,2381,314,8,0,6,81,35,1,4,16,2,5,61,95,0,0
PL_2012052,Raczki,4756,711,16,0,9,168,42,6,8,38,5,30,148,239,2,0
PL_2012062,Rutka-Tartak,1769,261,6,0,3,61,19,1,0,18,2,13,45,91,2,0
PL_2012072,Suwałki,5373,852,12,0,18,130,31,5,5,65,11,34,283,256,2,0
PL_2012082,Szypliszki,3156,419,9,0,4,106,16,6,0,23,2,48,105,99,1,0
PL_2012092,Wiżajny,2222,285,10,0,6,98,14,0,4,20,2,11,60,59,1,0
PL_2013011,Wysokie Mazowieckie,7678,1887,15,0,13,107,19,10,29,162,26,115,558,833,0,0
PL_2013023,Ciechanowiec,7632,1482,26,0,22,141,45,10,30,94,14,25,242,827,6,0
PL_2013032,Czyżew-Osada,5276,1254,32,0,9,97,18,4,18,67,8,13,111,874,3,0
PL_2013042,Klukowo,3797,873,9,0,7,87,24,1,11,22,3,38,30,641,0,0
PL_2013052,Kobylin-Borzymy,2860,675,8,0,4,72,26,2,29,2,3,8,38,481,2,0
PL_2013062,Kulesze Kościelne,2670,634,12,0,0,32,23,2,12,14,1,9,24,505,0,0
PL_2013072,Nowe Piekuty,3242,709,22,0,4,68,17,7,12,3,4,33,56,481,2,0
PL_2013082,Sokoły,4874,1217,20,0,5,93,103,7,62,31,5,27,107,754,3,0
PL_2013092,Szepietowo,5941,1250,14,0,11,131,29,7,27,51,10,52,178,739,1,0
PL_2013102,Wysokie Mazowieckie,4245,865,26,0,4,74,28,4,24,32,5,138,88,442,0,0
PL_2014011,Zambrów,18420,3665,59,0,42,204,79,13,63,429,64,72,1196,1435,9,0
PL_2014022,Kołaki Kościelne,1958,511,8,0,2,85,34,1,2,5,0,5,15,354,0,0
PL_2014032,Rutki,4933,962,82,0,10,130,48,5,15,42,13,12,199,406,0,0
PL_2014042,Szumowo,3919,798,6,0,5,249,54,5,13,26,6,6,109,316,3,0
PL_2014052,Zambrów,7614,1338,19,0,14,206,82,10,20,36,8,18,310,615,0,0
PL_2061011,M. Białystok,229255,71584,680,0,912,1966,277,199,572,8115,3202,1279,31708,22576,98,0
PL_2062011,M. Łomża,49776,11614,169,0,315,426,57,49,152,2596,120,205,3329,4181,15,0
PL_2063011,M. Suwałki,54179,11907,166,0,186,704,147,72,89,1969,132,527,4494,3389,32,0
PL_2201012,Borzytuchom,2162,367,17,0,0,41,19,1,3,19,4,3,193,67,0,0
PL_2201023,Bytów,18857,4280,54,0,40,95,56,21,25,303,32,36,2690,928,0,0
PL_2201032,Czarna Dąbrówka,4400,647,22,0,7,51,39,7,7,58,4,3,304,145,0,0
PL_2201042,Kołczygłowy,3305,497,18,0,1,45,14,2,8,70,11,5,255,68,0,0
PL_2201052,Lipnica,3917,691,9,0,9,65,47,8,4,26,10,15,295,203,0,0
PL_2201063,Miastko,15817,2397,54,0,16,104,52,14,17,377,40,25,1177,521,0,0
PL_2201072,Parchowo,2621,642,14,0,6,21,16,1,1,24,3,9,387,160,0,0
PL_2201082,Studzienice,2706,507,7,0,1,31,20,3,1,34,4,10,291,105,0,0
PL_2201092,Trzebielino,2950,417,19,0,1,40,13,4,5,37,12,9,221,56,0,0
PL_2201102,Tuchomie,2961,452,7,0,8,35,14,3,3,23,10,6,253,90,0,0
PL_2202011,Chojnice,31970,8166,160,0,75,283,85,51,60,993,70,129,4511,1749,0,0
PL_2202023,Brusy,10169,2032,43,0,26,134,112,15,16,100,7,54,833,692,0,0
PL_2202032,Chojnice,12503,2213,58,0,24,227,110,16,28,215,27,28,1013,467,0,0
PL_2202043,Czersk,16113,2700,59,0,12,161,127,19,28,205,33,54,1182,820,0,0
PL_2202052,Konarzyny,1672,343,16,0,4,69,28,4,7,40,2,3,101,69,0,0
PL_2203011,Człuchów,11971,2785,82,0,17,72,34,17,23,556,32,26,1557,369,0,0
PL_2203023,Czarne,8794,1731,93,0,21,78,75,23,12,231,36,37,907,218,0,0
PL_2203032,Człuchów,7791,1103,23,0,17,180,50,13,15,156,9,15,494,131,0,0
PL_2203043,Debrzno,7297,1017,25,0,8,85,69,14,12,244,9,21,411,119,0,0
PL_2203052,Koczała,2898,524,16,0,1,33,10,1,3,97,6,9,288,60,0,0
PL_2203062,Przechlewo,4878,925,35,0,7,78,37,12,8,151,12,12,487,86,0,0
PL_2203072,Rzeczenica,2966,404,13,0,7,43,20,4,7,32,10,15,212,41,0,0
PL_2204011,Pruszcz Gdański,20059,6492,85,0,47,272,28,28,24,729,66,62,3884,1267,0,0
PL_2204022,Cedry Wielkie,4864,748,19,0,4,157,15,5,7,61,4,9,351,116,0,0
PL_2204032,Kolbudy,9952,3005,34,0,53,63,12,11,29,215,20,39,2011,518,0,0
PL_2204042,Pruszcz Gdański,14011,3992,64,0,48,208,38,12,32,265,29,57,2483,756,0,0
PL_2204052,Przywidz,4073,805,15,0,5,44,15,11,6,61,7,10,470,161,0,0
PL_2204062,Pszczółki,6106,1309,18,0,20,104,15,15,11,99,11,12,703,301,0,0
PL_2204072,Suchy Dąb,3044,536,9,0,1,266,8,3,2,21,1,0,187,38,0,0
PL_2204082,Trąbki Wielkie,7402,1218,26,0,8,89,27,8,14,88,12,12,650,284,0,0
PL_2205012,Chmielno,4984,1142,17,0,7,64,37,10,18,59,7,18,567,338,0,0
PL_2205023,Kartuzy,23836,6486,86,0,77,138,107,24,53,388,35,120,3740,1718,0,0
PL_2205032,Przodkowo,5258,1134,16,0,19,49,70,6,10,35,12,19,572,326,0,0
PL_2205042,Sierakowice,12272,3133,58,0,37,143,140,20,26,91,15,66,1291,1246,0,0
PL_2205052,Somonino,6814,1257,38,0,12,34,32,10,8,63,4,19,744,293,0,0
PL_2205062,Stężyca,6571,1633,29,0,12,67,51,10,12,66,10,44,719,613,0,0
PL_2205072,Sulęczyno,3700,899,38,0,7,35,43,6,13,43,11,12,443,248,0,0
PL_2205083,Żukowo,19815,5522,84,0,61,149,73,28,74,255,52,108,3408,1230,0,0
PL_2206011,Kościerzyna,18394,4888,74,0,37,58,41,26,36,419,24,51,2561,1561,0,0
PL_2206022,Dziemiany,3154,724,22,0,7,54,28,0,6,41,7,8,256,295,0,0
PL_2206032,Karsin,4558,1005,30,0,13,41,133,10,6,56,11,17,442,246,0,0
PL_2206042,Kościerzyna,10513,2097,28,0,17,108,79,19,23,130,19,28,934,712,0,0
PL_2206052,Liniewo,3607,684,20,0,8,63,40,4,7,43,5,8,308,178,0,0
PL_2206062,Lipusz,2616,699,21,0,5,17,19,2,6,20,4,8,312,285,0,0
PL_2206072,Nowa Karczma,4752,852,21,0,7,56,37,4,15,58,11,11,370,262,0,0
PL_2206082,Stara Kiszewa,4997,813,13,0,6,120,34,10,8,61,7,8,313,233,0,0
PL_2207011,Kwidzyn,30464,7515,130,0,76,86,71,36,29,935,52,70,4366,1664,0,0
PL_2207022,Gardeja,6365,677,24,0,8,68,35,8,5,150,7,16,225,131,0,0
PL_2207032,Kwidzyn,8105,1082,33,0,11,63,32,6,13,162,14,10,484,254,0,0
PL_2207043,Prabuty,10526,1588,37,0,18,58,38,13,8,165,13,25,875,338,0,0
PL_2207052,Ryjewo,4369,587,15,0,12,34,16,4,9,74,4,7,311,101,0,0
PL_2207062,Sadlinki,4251,553,11,0,5,38,22,6,5,58,2,16,210,180,0,0
PL_2208011,Lębork,27845,7105,121,0,67,195,73,37,61,1151,111,84,3663,1542,0,0
PL_2208021,Łeba,3456,1311,50,0,10,22,9,5,13,163,12,10,786,231,0,0
PL_2208032,Cewice,5282,860,28,0,9,49,35,7,8,133,21,13,362,195,0,0
PL_2208042,Nowa Wieś Lęborska,9629,1833,37,0,25,150,65,21,12,270,32,43,773,405,0,0
PL_2208052,Wicko,4379,555,12,0,4,49,13,3,8,86,16,12,289,63,0,0
PL_2209011,Malbork,31498,7436,108,0,90,137,68,47,56,1073,105,53,4156,1543,0,0
PL_2209032,Lichnowy,3514,564,20,0,4,120,34,9,3,47,6,2,206,113,0,0
PL_2209042,Malbork,3277,455,5,0,3,29,27,4,6,43,2,6,221,109,0,0
PL_2209062,Miłoradz,2675,355,13,0,8,46,21,4,3,29,2,19,135,75,0,0
PL_2209073,Nowy Staw,6117,918,36,0,7,66,28,7,9,129,8,14,372,242,0,0
PL_2209082,Stare Pole,3592,661,9,0,9,68,40,4,3,75,6,7,282,158,0,0
PL_2210011,Krynica Morska,1357,522,6,0,4,9,1,0,0,87,4,8,290,113,0,0
PL_2210023,Nowy Dwór Gdański,14227,2465,46,0,25,130,67,18,24,278,18,25,1419,415,0,0
PL_2210032,Ostaszewo,2508,415,11,0,10,59,18,4,2,31,1,5,202,72,0,0
PL_2210042,Stegna,7956,1371,34,0,14,85,38,6,10,166,12,9,760,237,0,0
PL_2210052,Sztutowo,2922,620,16,0,6,65,5,5,3,83,4,10,315,108,0,0
PL_2211011,Hel,3292,839,13,0,13,16,3,7,2,128,9,14,497,137,0,0
PL_2211021,Jastarnia,3619,1438,17,0,14,18,8,3,13,84,10,25,868,378,0,0
PL_2211031,Puck,9249,2624,43,0,22,41,18,17,25,257,20,46,1729,406,0,0
PL_2211041,Władysławowo,12394,3798,56,0,21,71,32,15,26,306,26,70,2452,723,0,0
PL_2211052,Kosakowo,6988,2221,27,0,26,62,13,10,26,250,8,34,1396,369,0,0
PL_2211062,Krokowa,7804,1393,54,0,23,120,34,12,12,117,9,41,741,230,0,0
PL_2211072,Puck,16808,3226,87,0,35,188,58,41,43,184,34,71,1769,716,0,0
PL_2212011,Ustka,14307,3791,63,0,38,53,45,33,33,562,54,34,2196,680,0,0
PL_2212022,Damnica,4778,581,16,0,8,69,17,4,2,44,10,14,267,130,0,0
PL_2212032,Dębnica Kaszubska,7363,1008,34,0,10,252,21,7,10,106,17,6,414,131,0,0
PL_2212042,Główczyce,7375,916,40,0,9,119,68,21,12,89,16,11,405,126,0,0
PL_2212053,Kępice,7356,1125,32,0,7,56,26,12,10,148,29,8,620,177,0,0
PL_2212062,Kobylnica,7945,1205,24,0,17,76,17,9,17,126,42,9,657,211,0,0
PL_2212072,Potęgowo,5477,604,18,0,2,70,33,9,3,87,12,3,273,94,0,0
PL_2212082,Słupsk,11174,1764,29,0,23,97,41,18,15,276,61,16,925,263,0,0
PL_2212092,Smołdzino,2752,373,10,0,4,33,9,4,4,39,4,8,182,76,0,0
PL_2212102,Ustka,6038,1185,31,0,14,86,25,16,10,137,32,17,579,238,0,0
PL_2213011,Czarna Woda,2651,617,23,0,8,8,16,10,8,36,8,13,297,190,0,0
PL_2213021,Skórcz,2692,606,9,0,5,27,8,6,6,49,3,5,278,210,0,0
PL_2213031,Starogard Gdański,38274,9135,147,0,78,150,83,76,69,1337,64,140,4569,2422,0,0
PL_2213042,Bobowo,2228,287,12,0,6,49,27,2,3,37,3,3,72,73,0,0
PL_2213052,Kaliska,3943,692,22,0,4,39,21,6,10,57,4,10,349,170,0,0
PL_2213062,Lubichowo,4574,868,31,0,11,79,34,6,9,95,19,11,391,182,0,0
PL_2213072,Osieczna,2205,458,12,0,4,33,8,6,7,35,3,9,221,120,0,0
PL_2213082,Osiek,2019,421,8,0,3,32,19,2,8,52,1,3,189,104,0,0
PL_2213093,Skarszewy,10552,1855,44,0,9,95,64,15,19,230,9,25,832,513,0,0
PL_2213102,Skórcz,3490,546,16,0,9,118,42,6,6,30,4,7,131,177,0,0
PL_2213112,Smętowo Graniczne,4143,519,14,0,3,35,20,8,13,84,5,9,224,104,0,0
PL_2213122,Starogard Gdański,10394,2201,46,0,36,156,52,21,37,289,13,36,965,550,0,0
PL_2213132,Zblewo,8211,1278,40,0,6,180,63,9,10,119,4,23,485,339,0,0
PL_2214011,Tczew,47312,12441,211,0,91,203,77,62,79,1278,109,153,6951,3227,0,0
PL_2214023,Gniew,12415,1856,72,0,16,114,51,26,23,221,21,18,841,453,0,0
PL_2214032,Morzeszczyn,2846,349,17,0,3,35,26,12,2,39,4,4,115,92,0,0
PL_2214043,Pelplin,12838,1881,58,0,19,137,42,20,16,197,13,30,878,471,0,0
PL_2214052,Subkowy,3941,686,30,0,9,85,28,8,7,44,8,13,306,148,0,0
PL_2214062,Tczew,8956,1751,38,0,20,162,45,12,27,142,17,27,850,411,0,0
PL_2215011,Reda,15058,4517,67,0,53,87,33,34,25,419,38,76,2887,798,0,0
PL_2215021,Rumia,35629,12047,141,0,128,141,57,61,110,1062,73,241,7432,2601,0,0
PL_2215031,Wejherowo,37265,11018,166,0,77,171,72,56,72,1026,64,138,6468,2708,0,0
PL_2215042,Choczewo,4499,803,22,0,12,60,14,9,2,112,12,11,456,93,0,0
PL_2215052,Gniewino,5066,1064,47,0,11,32,24,7,14,79,5,33,685,127,0,0
PL_2215062,Linia,4208,857,12,0,8,68,31,4,6,37,7,19,357,308,0,0
PL_2215072,Luzino,9500,2037,38,0,11,121,27,23,21,66,14,42,972,702,0,0
PL_2215082,Łęczyce,8440,1663,43,0,14,328,40,21,14,88,19,19,664,413,0,0
PL_2215092,Szemud,9961,2388,52,0,46,84,59,11,25,150,18,41,1295,607,0,0
PL_2215102,Wejherowo,14223,2933,58,0,24,81,37,25,23,212,22,57,1644,750,0,0
PL_2216013,Dzierzgoń,7534,1137,50,0,20,99,40,17,13,152,6,9,540,191,0,0
PL_2216022,Mikołajki Pomorskie,2864,279,8,0,3,33,17,1,3,28,2,1,135,48,0,0
PL_2216032,Stary Dzierzgoń,3312,250,6,0,1,44,13,4,1,33,4,2,99,43,0,0
PL_2216042,Stary Targ,5051,603,17,0,10,87,23,9,1,59,3,8,253,133,0,0
PL_2216053,Sztum,15441,3127,90,0,61,283,47,14,26,390,32,22,1707,455,0,0
PL_2261011,M. Gdańsk,362171,141015,1290,0,1452,1240,508,475,811,12583,1003,1551,90153,29949,0,0
PL_2262011,M. Gdynia,198769,76244,819,0,789,623,285,334,586,8938,625,958,47386,14901,0,0
PL_2263011,M. Słupsk,77691,21072,349,0,197,338,178,124,182,3759,476,171,10876,4422,0,0
PL_2264011,M. Sopot,32522,14699,106,0,136,90,30,26,89,1172,118,150,9818,2964,0,0
PL_PLZZ98,Statki,158,125,11,0,3,5,0,2,7,12,0,0,62,23,0,0
PL_2401011,Będzin,48383,11963,211,0,88,137,87,87,75,3038,252,54,6024,1887,0,23
PL_2401021,Czeladź,28357,7259,134,0,58,77,34,54,44,1917,178,31,3489,1225,0,18
PL_2401031,Wojkowice,8993,2384,54,0,36,24,97,29,18,453,56,16,1310,284,0,7
PL_2401042,Bobrowniki,9451,2216,46,0,21,59,34,7,14,377,46,9,1233,366,0,4
PL_2401052,Mierzęcice,5911,985,15,0,12,82,41,6,11,200,10,5,430,170,0,3
PL_2401062,Psary,9443,1979,31,0,23,38,33,16,12,355,46,8,1094,321,0,2
PL_2401073,Siewierz,9957,1866,38,0,39,121,42,26,14,269,20,20,829,446,0,2
PL_2401081,Sławków,5717,1314,27,0,16,23,4,12,22,228,20,13,620,324,0,5
PL_2402011,Szczyrk,4658,1179,12,0,7,26,8,3,5,63,21,13,656,361,0,4
PL_2402022,Bestwina,8501,2311,37,0,13,226,8,16,11,201,15,45,1121,613,0,5
PL_2402032,Buczkowice,8480,2153,51,0,28,78,11,15,23,156,21,49,1047,670,0,4
PL_2402043,Czechowice-Dziedzice,34558,9386,139,0,76,158,54,61,56,854,89,195,5207,2485,0,12
PL_2402052,Jasienica,16637,4662,78,0,17,185,36,35,40,303,31,89,2637,1205,0,6
PL_2402062,Jaworze,5202,1638,16,0,12,43,10,3,9,150,23,8,1096,263,0,5
PL_2402072,Kozy,9473,2968,47,0,22,42,8,6,34,122,17,45,1438,1183,0,4
PL_2402082,Porąbka,11894,2856,52,0,27,119,31,11,26,170,19,46,1272,1078,0,5
PL_2402093,Wilamowice,12264,3265,74,0,20,167,24,19,20,169,20,59,1480,1208,0,5
PL_2402102,Wilkowice,10524,3311,69,0,27,93,22,22,21,221,41,40,1935,817,0,3
PL_2403011,Cieszyn,29110,9826,127,0,78,85,44,54,37,996,121,171,6646,1454,0,13
